productTypeID,typeName,typeID,groupID
31031,Capital Kinetic Armor Reinforcer II,31031,773
31033,Small Thermal Armor Reinforcer I,31033,773
31040,Small Thermal Armor Reinforcer II Blueprint,31040,787
31035,Medium Thermal Armor Reinforcer I,31035,773
31042,Medium Thermal Armor Reinforcer II Blueprint,31042,787
31037,Capital Thermal Armor Reinforcer I,31037,773
31044,Capital Thermal Armor Reinforcer II Blueprint,31044,787
31039,Small Thermal Armor Reinforcer II,31039,773
31041,Medium Thermal Armor Reinforcer II,31041,773
31043,Capital Thermal Armor Reinforcer II,31043,773
31045,Small Auxiliary Nano Pump I,31045,773
31052,Small Auxiliary Nano Pump II Blueprint,31052,787
31047,Medium Auxiliary Nano Pump I,31047,773
31054,Medium Auxiliary Nano Pump II Blueprint,31054,787
31049,Capital Auxiliary Nano Pump II,31049,773
31051,Small Auxiliary Nano Pump II,31051,773
31053,Medium Auxiliary Nano Pump II,31053,773
31055,Medium Trimark Armor Pump I,31055,773
31060,Medium Trimark Armor Pump II Blueprint,31060,787
21559,1200mm Heavy 'Jolt' Artillery I,21559,55
31057,Small Trimark Armor Pump II,31057,773
31059,Medium Trimark Armor Pump II,31059,773
31061,Capital Trimark Armor Pump II,31061,773
31063,Small Nanobot Accelerator I,31063,773
31070,Small Nanobot Accelerator II Blueprint,31070,787
31065,Medium Nanobot Accelerator I,31065,773
31072,Medium Nanobot Accelerator II Blueprint,31072,787
31067,Capital Nanobot Accelerator I,31067,773
27067,Capital Nanobot Accelerator II Blueprint,27067,787
31069,Small Nanobot Accelerator II,31069,773
31071,Medium Nanobot Accelerator II,31071,773
31073,Medium Remote Repair Augmentor I,31073,773
31080,Medium Remote Repair Augmentor II Blueprint,31080,787
31075,Capital Remote Repair Augmentor I,31075,773
31082,Capital Remote Repair Augmentor II Blueprint,31082,787
31077,Small Remote Repair Augmentor II,31077,773
31079,Medium Remote Repair Augmentor II,31079,773
31081,Capital Remote Repair Augmentor II,31081,773
31083,Small Salvage Tackle I,31083,1232
31090,Small Salvage Tackle II Blueprint,31090,787
31085,Medium Salvage Tackle I,31085,1232
31092,Medium Salvage Tackle II Blueprint,31092,787
31087,Capital Salvage Tackle I,31087,1232
31094,Capital Salvage Tackle II Blueprint,31094,787
31089,Small Salvage Tackle II,31089,1232
27026,Civilian Data Interface,27026,716
31091,Medium Salvage Tackle II,31091,1232
31093,Capital Salvage Tackle II,31093,1232
31105,Small Auxiliary Thrusters I,31105,782
31112,Small Auxiliary Thrusters II Blueprint,31112,787
31107,Medium Auxiliary Thrusters I,31107,782
31114,Medium Auxiliary Thrusters II Blueprint,31114,787
31109,Capital Auxiliary Thrusters I,31109,782
31116,Capital Auxiliary Thrusters II Blueprint,31116,787
31111,Small Auxiliary Thrusters II,31111,782
31113,Medium Auxiliary Thrusters II,31113,782
77284,Karura,77284,4594
31115,Capital Auxiliary Thrusters II,31115,782
31117,Small Cargohold Optimization I,31117,782
31124,Small Cargohold Optimization II Blueprint,31124,787
31119,Medium Cargohold Optimization I,31119,782
31126,Medium Cargohold Optimization II Blueprint,31126,787
31121,Capital Cargohold Optimization I,31121,782
31128,Capital Cargohold Optimization II Blueprint,31128,787
31123,Small Cargohold Optimization II,31123,782
31125,Medium Cargohold Optimization II,31125,782
31127,Capital Cargohold Optimization II,31127,782
31129,Small Dynamic Fuel Valve I,31129,782
31136,Small Dynamic Fuel Valve II Blueprint,31136,787
31131,Medium Dynamic Fuel Valve I,31131,782
31138,Medium Dynamic Fuel Valve II Blueprint,31138,787
31133,Capital Dynamic Fuel Valve I,31133,782
31140,Capital Dynamic Fuel Valve II Blueprint,31140,787
31135,Small Dynamic Fuel Valve II,31135,782
31137,Medium Dynamic Fuel Valve II,31137,782
31139,Capital Dynamic Fuel Valve II,31139,782
31141,Small Engine Thermal Shielding I,31141,782
31148,Small Engine Thermal Shielding II Blueprint,31148,787
31143,Medium Engine Thermal Shielding I,31143,782
31150,Medium Engine Thermal Shielding II Blueprint,31150,787
31145,Capital Engine Thermal Shielding I,31145,782
31152,Capital Engine Thermal Shielding II Blueprint,31152,787
31147,Small Engine Thermal Shielding II,31147,782
31149,Medium Engine Thermal Shielding II,31149,782
31151,Capital Engine Thermal Shielding II,31151,782
31153,Small Low Friction Nozzle Joints I,31153,782
31172,Small Low Friction Nozzle Joints II Blueprint,31172,787
31155,Medium Low Friction Nozzle Joints I,31155,782
31174,Medium Low Friction Nozzle Joints II Blueprint,31174,787
31157,Capital Low Friction Nozzle Joints I,31157,782
31176,Capital Low Friction Nozzle Joints II Blueprint,31176,787
31159,Small Hyperspatial Velocity Optimizer I,31159,782
31166,Small Hyperspatial Velocity Optimizer II Blueprint,31166,787
31161,Medium Hyperspatial Velocity Optimizer I,31161,782
31168,Medium Hyperspatial Velocity Optimizer II Blueprint,31168,787
31163,Capital Hyperspatial Velocity Optimizer I,31163,782
31170,Capital Hyperspatial Velocity Optimizer II Blueprint,31170,787
31165,Small Hyperspatial Velocity Optimizer II,31165,782
31167,Medium Hyperspatial Velocity Optimizer II,31167,782
31169,Capital Hyperspatial Velocity Optimizer II,31169,782
31171,Small Low Friction Nozzle Joints II,31171,782
31173,Medium Low Friction Nozzle Joints II,31173,782
77283,Bane,77283,4594
31175,Capital Low Friction Nozzle Joints II,31175,782
31177,Small Polycarbon Engine Housing I,31177,782
31184,Small Polycarbon Engine Housing II Blueprint,31184,787
31179,Medium Polycarbon Engine Housing I,31179,782
31186,Medium Polycarbon Engine Housing II Blueprint,31186,787
31181,Capital Polycarbon Engine Housing I,31181,782
31188,Capital Polycarbon Engine Housing II Blueprint,31188,787
31183,Small Polycarbon Engine Housing II,31183,782
31185,Medium Polycarbon Engine Housing II,31185,782
31187,Capital Polycarbon Engine Housing II,31187,782
31189,Small Warp Core Optimizer I,31189,782
31196,Small Warp Core Optimizer II Blueprint,31196,787
31191,Medium Warp Core Optimizer I,31191,782
31198,Medium Warp Core Optimizer II Blueprint,31198,787
31193,Capital Warp Core Optimizer I,31193,782
31200,Capital Warp Core Optimizer II Blueprint,31200,787
31195,Small Warp Core Optimizer II,31195,782
31197,Medium Warp Core Optimizer II,31197,782
31199,Capital Warp Core Optimizer II,31199,782
31201,Small Emission Scope Sharpener I,31201,1233
31208,Small Emission Scope Sharpener II Blueprint,31208,787
31203,Medium Emission Scope Sharpener I,31203,1233
31210,Medium Emission Scope Sharpener II Blueprint,31210,787
31205,Capital Emission Scope Sharpener I,31205,1233
31212,Capital Emission Scope Sharpener II Blueprint,31212,787
31207,Small Emission Scope Sharpener II,31207,1233
31209,Medium Emission Scope Sharpener II,31209,1233
31211,Capital Emission Scope Sharpener II,31211,1233
31213,Small Gravity Capacitor Upgrade I,31213,1233
31221,Small Gravity Capacitor Upgrade II Blueprint,31221,787
31215,Medium Gravity Capacitor Upgrade I,31215,1233
31223,Medium Gravity Capacitor Upgrade II Blueprint,31223,787
31217,Capital Gravity Capacitor Upgrade I,31217,1233
31225,Capital Gravity Capacitor Upgrade II Blueprint,31225,787
31220,Small Gravity Capacitor Upgrade II,31220,1233
31222,Medium Gravity Capacitor Upgrade II,31222,1233
31224,Capital Gravity Capacitor Upgrade II,31224,1233
31226,Small Liquid Cooled Electronics I,31226,781
31233,Small Liquid Cooled Electronics II Blueprint,31233,787
31228,Medium Liquid Cooled Electronics I,31228,781
31235,Medium Liquid Cooled Electronics II Blueprint,31235,787
31230,Capital Liquid Cooled Electronics I,31230,781
31237,Capital Liquid Cooled Electronics II Blueprint,31237,787
31232,Small Liquid Cooled Electronics II,31232,781
31234,Medium Liquid Cooled Electronics II,31234,781
31236,Capital Liquid Cooled Electronics II,31236,781
31238,Small Memetic Algorithm Bank I,31238,1233
31245,Small Memetic Algorithm Bank II Blueprint,31245,787
31240,Medium Memetic Algorithm Bank I,31240,1233
31247,Medium Memetic Algorithm Bank II Blueprint,31247,787
31242,Capital Memetic Algorithm Bank I,31242,1233
31249,Capital Memetic Algorithm Bank II Blueprint,31249,787
31244,Small Memetic Algorithm Bank II,31244,1233
31246,Medium Memetic Algorithm Bank II,31246,1233
31248,Capital Memetic Algorithm Bank II,31248,1233
31250,Small Signal Disruption Amplifier I,31250,786
31257,Small Signal Disruption Amplifier II Blueprint,31257,787
31252,Medium Signal Disruption Amplifier I,31252,786
31259,Medium Signal Disruption Amplifier II Blueprint,31259,787
31254,Capital Signal Disruption Amplifier I,31254,786
31261,Capital Signal Disruption Amplifier II Blueprint,31261,787
31256,Small Signal Disruption Amplifier II,31256,786
31258,Medium Signal Disruption Amplifier II,31258,786
31260,Capital Signal Disruption Amplifier II,31260,786
31262,Small Inverted Signal Field Projector I,31262,786
31269,Small Inverted Signal Field Projector II Blueprint,31269,787
31264,Medium Inverted Signal Field Projector I,31264,786
31271,Medium Inverted Signal Field Projector II Blueprint,31271,787
31266,Capital Inverted Signal Field Projector I,31266,786
31273,Capital Inverted Signal Field Projector II Blueprint,31273,787
15701,Republic Fleet Kinetic Coating,15701,98
31268,Small Inverted Signal Field Projector II,31268,786
31270,Medium Inverted Signal Field Projector II,31270,786
31272,Capital Inverted Signal Field Projector II,31272,786
31274,Small Ionic Field Projector I,31274,1234
31281,Small Ionic Field Projector II Blueprint,31281,787
31276,Medium Ionic Field Projector I,31276,1234
31283,Medium Ionic Field Projector II Blueprint,31283,787
31278,Capital Ionic Field Projector I,31278,1234
31285,Capital Ionic Field Projector II Blueprint,31285,787
31280,Small Ionic Field Projector II,31280,1234
31282,Medium Ionic Field Projector II,31282,1234
31284,Capital Ionic Field Projector II,31284,1234
31286,Small Particle Dispersion Augmentor I,31286,786
31293,Small Particle Dispersion Augmentor II Blueprint,31293,787
31288,Medium Particle Dispersion Augmentor I,31288,786
31295,Medium Particle Dispersion Augmentor II Blueprint,31295,787
31290,Capital Particle Dispersion Augmentor I,31290,786
31297,Capital Particle Dispersion Augmentor II Blueprint,31297,787
31292,Small Particle Dispersion Augmentor II,31292,786
31294,Medium Particle Dispersion Augmentor II,31294,786
31296,Capital Particle Dispersion Augmentor II,31296,786
31298,Small Particle Dispersion Projector I,31298,786
31305,Small Particle Dispersion Projector II Blueprint,31305,787
31300,Medium Particle Dispersion Projector I,31300,786
31307,Medium Particle Dispersion Projector II Blueprint,31307,787
31302,Capital Particle Dispersion Projector I,31302,786
31309,Capital Particle Dispersion Projector II Blueprint,31309,787
31304,Small Particle Dispersion Projector II,31304,786
31306,Medium Particle Dispersion Projector II,31306,786
31308,Capital Particle Dispersion Projector II,31308,786
31310,Small Signal Focusing Kit I,31310,1233
31317,Small Signal Focusing Kit II Blueprint,31317,787
31312,Medium Signal Focusing Kit I,31312,1233
31319,Medium Signal Focusing Kit II Blueprint,31319,787
31314,Capital Signal Focusing Kit I,31314,1233
31321,Capital Signal Focusing Kit II Blueprint,31321,787
31316,Small Signal Focusing Kit II,31316,1233
10680,125mm Railgun II,10680,74
31320,Capital Signal Focusing Kit II,31320,1233
31322,Small Targeting System Subcontroller I,31322,1234
31329,Small Targeting System Subcontroller II Blueprint,31329,787
31324,Medium Targeting System Subcontroller I,31324,1234
31331,Medium Targeting System Subcontroller II Blueprint,31331,787
31326,Capital Targeting System Subcontroller I,31326,1234
31333,Capital Targeting System Subcontroller II Blueprint,31333,787
31328,Small Targeting System Subcontroller II,31328,1234
31330,Medium Targeting System Subcontroller II,31330,1234
47466,Praxis,47466,27
31332,Capital Targeting System Subcontroller II,31332,1234
31334,Small Targeting Systems Stabilizer I,31334,786
31341,Small Targeting Systems Stabilizer II Blueprint,31341,787
31336,Medium Targeting Systems Stabilizer I,31336,786
31343,Medium Targeting Systems Stabilizer II Blueprint,31343,787
31338,Capital Targeting Systems Stabilizer I,31338,786
31345,Capital Targeting Systems Stabilizer II Blueprint,31345,787
31340,Small Targeting Systems Stabilizer II,31340,786
31342,Medium Targeting Systems Stabilizer II,31342,786
31344,Capital Targeting Systems Stabilizer II,31344,786
31346,Small Tracking Diagnostic Subroutines I,31346,786
31353,Small Tracking Diagnostic Subroutines II Blueprint,31353,787
31348,Medium Tracking Diagnostic Subroutines I,31348,786
31355,Medium Tracking Diagnostic Subroutines II Blueprint,31355,787
31350,Capital Tracking Diagnostic Subroutines I,31350,786
31357,Capital Tracking Diagnostic Subroutines II Blueprint,31357,787
31352,Small Tracking Diagnostic Subroutines II,31352,786
31354,Medium Tracking Diagnostic Subroutines II,31354,786
31356,Capital Tracking Diagnostic Subroutines II,31356,786
31358,Small Ancillary Current Router I,31358,781
31365,Small Ancillary Current Router II Blueprint,31365,787
31360,Medium Ancillary Current Router I,31360,781
31367,Medium Ancillary Current Router II Blueprint,31367,787
31362,Capital Ancillary Current Router I,31362,781
31369,Capital Ancillary Current Router II Blueprint,31369,787
31364,Small Ancillary Current Router II,31364,781
31366,Medium Ancillary Current Router II,31366,781
31368,Capital Ancillary Current Router II,31368,781
31370,Small Capacitor Control Circuit I,31370,781
31377,Small Capacitor Control Circuit II Blueprint,31377,787
31372,Medium Capacitor Control Circuit I,31372,781
31379,Medium Capacitor Control Circuit II Blueprint,31379,787
31374,Capital Capacitor Control Circuit I,31374,781
31381,Capital Capacitor Control Circuit II Blueprint,31381,787
31376,Small Capacitor Control Circuit II,31376,781
31378,Medium Capacitor Control Circuit II,31378,781
31380,Capital Capacitor Control Circuit II,31380,781
31382,Small Egress Port Maximizer I,31382,781
31389,Small Egress Port Maximizer II Blueprint,31389,787
31384,Medium Egress Port Maximizer I,31384,781
31391,Medium Egress Port Maximizer II Blueprint,31391,787
31386,Capital Egress Port Maximizer I,31386,781
31393,Capital Egress Port Maximizer II Blueprint,31393,787
31388,Small Egress Port Maximizer II,31388,781
31390,Medium Egress Port Maximizer II,31390,781
31392,Capital Egress Port Maximizer II,31392,781
31394,Small Powergrid Subroutine Maximizer I,31394,781
31401,Small Powergrid Subroutine Maximizer II Blueprint,31401,787
31396,Medium Powergrid Subroutine Maximizer I,31396,781
31403,Medium Powergrid Subroutine Maximizer II Blueprint,31403,787
31398,Capital Powergrid Subroutine Maximizer I,31398,781
31405,Capital Powergrid Subroutine Maximizer II Blueprint,31405,787
31400,Small Powergrid Subroutine Maximizer II,31400,781
31402,Medium Powergrid Subroutine Maximizer II,31402,781
31404,Capital Powergrid Subroutine Maximizer II,31404,781
31406,Small Semiconductor Memory Cell I,31406,781
31413,Small Semiconductor Memory Cell II Blueprint,31413,787
31408,Medium Semiconductor Memory Cell I,31408,781
31415,Medium Semiconductor Memory Cell II Blueprint,31415,787
31410,Capital Semiconductor Memory Cell I,31410,781
31417,Capital Semiconductor Memory Cell II Blueprint,31417,787
31412,Small Semiconductor Memory Cell II,31412,781
31414,Medium Semiconductor Memory Cell II,31414,781
31416,Capital Semiconductor Memory Cell II,31416,781
31418,Small Algid Energy Administrations Unit I,31418,775
31425,Small Algid Energy Administrations Unit II Blueprint,31425,787
31420,Medium Algid Energy Administrations Unit I,31420,775
31427,Medium Algid Energy Administrations Unit II Blueprint,31427,787
31422,Capital Algid Energy Administrations Unit I,31422,775
31429,Capital Algid Energy Administrations Unit II Blueprint,31429,787
31424,Small Algid Energy Administrations Unit II,31424,775
31426,Medium Algid Energy Administrations Unit II,31426,775
31428,Capital Algid Energy Administrations Unit II,31428,775
31430,Small Energy Ambit Extension I,31430,775
31437,Small Energy Ambit Extension II Blueprint,31437,787
31432,Medium Energy Ambit Extension I,31432,775
31439,Medium Energy Ambit Extension II Blueprint,31439,787
31434,Capital Energy Ambit Extension I,31434,775
31441,Capital Energy Ambit Extension II Blueprint,31441,787
31436,Small Energy Ambit Extension II,31436,775
31438,Medium Energy Ambit Extension II,31438,775
31440,Capital Energy Ambit Extension II,31440,775
31442,Small Energy Burst Aerator I,31442,775
31449,Small Energy Burst Aerator II Blueprint,31449,787
31444,Medium Energy Burst Aerator I,31444,775
31451,Medium Energy Burst Aerator II Blueprint,31451,787
31446,Capital Energy Burst Aerator I,31446,775
31453,Capital Energy Burst Aerator II Blueprint,31453,787
31448,Small Energy Burst Aerator II,31448,775
31450,Medium Energy Burst Aerator II,31450,775
31452,Capital Energy Burst Aerator II,31452,775
31454,Small Energy Collision Accelerator I,31454,775
31461,Small Energy Collision Accelerator II Blueprint,31461,787
31456,Medium Energy Collision Accelerator I,31456,775
31463,Medium Energy Collision Accelerator II Blueprint,31463,787
31458,Capital Energy Collision Accelerator I,31458,775
31465,Capital Energy Collision Accelerator II Blueprint,31465,787
31460,Small Energy Collision Accelerator II,31460,775
31462,Medium Energy Collision Accelerator II,31462,775
31464,Capital Energy Collision Accelerator II,31464,775
31466,Small Energy Discharge Elutriation I,31466,775
31473,Small Energy Discharge Elutriation II Blueprint,31473,787
31468,Medium Energy Discharge Elutriation I,31468,775
31475,Medium Energy Discharge Elutriation II Blueprint,31475,787
31470,Capital Energy Discharge Elutriation I,31470,775
31477,Capital Energy Discharge Elutriation II Blueprint,31477,787
31472,Small Energy Discharge Elutriation II,31472,775
31474,Medium Energy Discharge Elutriation II,31474,775
31476,Capital Energy Discharge Elutriation II,31476,775
31478,Small Energy Locus Coordinator I,31478,775
31485,Small Energy Locus Coordinator II Blueprint,31485,787
31480,Medium Energy Locus Coordinator I,31480,775
31487,Medium Energy Locus Coordinator II Blueprint,31487,787
31482,Capital Energy Locus Coordinator I,31482,775
31489,Capital Energy Locus Coordinator II Blueprint,31489,787
31484,Small Energy Locus Coordinator II,31484,775
31486,Medium Energy Locus Coordinator II,31486,775
16678,Sylramic Fibers,16678,429
31490,Small Energy Metastasis Adjuster I,31490,775
31497,Small Energy Metastasis Adjuster II Blueprint,31497,787
31492,Medium Energy Metastasis Adjuster I,31492,775
31499,Medium Energy Metastasis Adjuster II Blueprint,31499,787
31494,Capital Energy Metastasis Adjuster I,31494,775
31501,Capital Energy Metastasis Adjuster II Blueprint,31501,787
31496,Small Energy Metastasis Adjuster II,31496,775
31498,Medium Energy Metastasis Adjuster II,31498,775
31500,Capital Energy Metastasis Adjuster II,31500,775
31502,Small Algid Hybrid Administrations Unit I,31502,776
31509,Small Algid Hybrid Administrations Unit II Blueprint,31509,787
31504,Medium Algid Hybrid Administrations Unit I,31504,776
31511,Medium Algid Hybrid Administrations Unit II Blueprint,31511,787
31506,Capital Algid Hybrid Administrations Unit I,31506,776
31513,Capital Algid Hybrid Administrations Unit II Blueprint,31513,787
31508,Small Algid Hybrid Administrations Unit II,31508,776
31510,Medium Algid Hybrid Administrations Unit II,31510,776
31512,Capital Algid Hybrid Administrations Unit II,31512,776
31514,Small Hybrid Ambit Extension I,31514,776
31521,Small Hybrid Ambit Extension II Blueprint,31521,787
31516,Medium Hybrid Ambit Extension I,31516,776
31523,Medium Hybrid Ambit Extension II Blueprint,31523,787
31518,Capital Hybrid Ambit Extension I,31518,776
31525,Capital Hybrid Ambit Extension II Blueprint,31525,787
31520,Small Hybrid Ambit Extension II,31520,776
31522,Medium Hybrid Ambit Extension II,31522,776
31524,Capital Hybrid Ambit Extension II,31524,776
31526,Small Hybrid Burst Aerator I,31526,776
31533,Small Hybrid Burst Aerator II Blueprint,31533,787
31528,Medium Hybrid Burst Aerator I,31528,776
31535,Medium Hybrid Burst Aerator II Blueprint,31535,787
31530,Capital Hybrid Burst Aerator I,31530,776
31537,Capital Hybrid Burst Aerator II Blueprint,31537,787
31532,Small Hybrid Burst Aerator II,31532,776
31534,Medium Hybrid Burst Aerator II,31534,776
31536,Capital Hybrid Burst Aerator II,31536,776
31538,Small Hybrid Collision Accelerator I,31538,776
31545,Small Hybrid Collision Accelerator II Blueprint,31545,787
31540,Medium Hybrid Collision Accelerator I,31540,776
31547,Medium Hybrid Collision Accelerator II Blueprint,31547,787
31542,Capital Hybrid Collision Accelerator I,31542,776
31549,Capital Hybrid Collision Accelerator II Blueprint,31549,787
31544,Small Hybrid Collision Accelerator II,31544,776
31546,Medium Hybrid Collision Accelerator II,31546,776
31548,Capital Hybrid Collision Accelerator II,31548,776
31550,Small Hybrid Discharge Elutriation I,31550,776
31557,Small Hybrid Discharge Elutriation II Blueprint,31557,787
31552,Medium Hybrid Discharge Elutriation I,31552,776
31559,Medium Hybrid Discharge Elutriation II Blueprint,31559,787
31554,Capital Hybrid Discharge Elutriation I,31554,776
31561,Capital Hybrid Discharge Elutriation II Blueprint,31561,787
31556,Small Hybrid Discharge Elutriation II,31556,776
31558,Medium Hybrid Discharge Elutriation II,31558,776
31560,Capital Hybrid Discharge Elutriation II,31560,776
31562,Small Hybrid Locus Coordinator I,31562,776
31569,Small Hybrid Locus Coordinator II Blueprint,31569,787
31564,Medium Hybrid Locus Coordinator I,31564,776
31571,Medium Hybrid Locus Coordinator II Blueprint,31571,787
31566,Capital Hybrid Locus Coordinator I,31566,776
31573,Capital Hybrid Locus Coordinator II Blueprint,31573,787
31568,Small Hybrid Locus Coordinator II,31568,776
31570,Medium Hybrid Locus Coordinator II,31570,776
31572,Capital Hybrid Locus Coordinator II,31572,776
31574,Small Hybrid Metastasis Adjuster I,31574,776
31581,Small Hybrid Metastasis Adjuster II Blueprint,31581,787
31576,Medium Hybrid Metastasis Adjuster I,31576,776
31583,Medium Hybrid Metastasis Adjuster II Blueprint,31583,787
31578,Capital Hybrid Metastasis Adjuster I,31578,776
31585,Capital Hybrid Metastasis Adjuster II Blueprint,31585,787
31580,Small Hybrid Metastasis Adjuster II,31580,776
47269,Damavik,47269,25
52251,Nergal Blueprint,52251,105
47270,Vedmak,47270,26
52253,Ikitursa Blueprint,52253,106
47271,Leshak,47271,27
47272,Light Entropic Disintegrator I,47272,1986
47970,Light Entropic Disintegrator II Blueprint,47970,1990
47914,Light Entropic Disintegrator II,47914,1986
47273,Heavy Entropic Disintegrator I,47273,1986
47972,Heavy Entropic Disintegrator II Blueprint,47972,1990
47918,Heavy Entropic Disintegrator II,47918,1986
47274,Supratidal Entropic Disintegrator I,47274,1986
47974,Supratidal Entropic Disintegrator II Blueprint,47974,1990
47922,Supratidal Entropic Disintegrator II,47922,1986
31590,Capital Bay Loading Accelerator I,31590,779
31597,Capital Bay Loading Accelerator II Blueprint,31597,787
31592,Small Bay Loading Accelerator II,31592,779
31594,Medium Bay Loading Accelerator II,31594,779
31596,Capital Bay Loading Accelerator II,31596,779
31598,Small Hydraulic Bay Thrusters I,31598,779
31605,Small Hydraulic Bay Thrusters II Blueprint,31605,787
31600,Medium Hydraulic Bay Thrusters I,31600,779
31607,Medium Hydraulic Bay Thrusters II Blueprint,31607,787
31602,Capital Hydraulic Bay Thrusters I,31602,779
33302,Capital Hydraulic Bay Thrusters II Blueprint,33302,787
31604,Small Hydraulic Bay Thrusters II,31604,779
31606,Medium Hydraulic Bay Thrusters II,31606,779
31608,Small Rocket Fuel Cache Partition I,31608,779
31615,Small Rocket Fuel Cache Partition II Blueprint,31615,787
31610,Medium Rocket Fuel Cache Partition I,31610,779
31617,Medium Rocket Fuel Cache Partition II Blueprint,31617,787
31612,Capital Rocket Fuel Cache Partition I,31612,779
31619,Capital Rocket Fuel Cache Partition II Blueprint,31619,787
31614,Small Rocket Fuel Cache Partition II,31614,779
31616,Medium Rocket Fuel Cache Partition II,31616,779
31618,Capital Rocket Fuel Cache Partition II,31618,779
31620,Small Warhead Calefaction Catalyst I,31620,779
31627,Small Warhead Calefaction Catalyst II Blueprint,31627,787
31622,Medium Warhead Calefaction Catalyst I,31622,779
31629,Medium Warhead Calefaction Catalyst II Blueprint,31629,787
31624,Capital Warhead Calefaction Catalyst I,31624,779
31631,Capital Warhead Calefaction Catalyst II Blueprint,31631,787
31626,Small Warhead Calefaction Catalyst II,31626,779
31628,Medium Warhead Calefaction Catalyst II,31628,779
31630,Capital Warhead Calefaction Catalyst II,31630,779
31632,Small Warhead Flare Catalyst I,31632,779
31639,Small Warhead Flare Catalyst II Blueprint,31639,787
31634,Medium Warhead Flare Catalyst I,31634,779
31641,Medium Warhead Flare Catalyst II Blueprint,31641,787
31636,Capital Warhead Flare Catalyst I,31636,779
31643,Capital Warhead Flare Catalyst II Blueprint,31643,787
31638,Small Warhead Flare Catalyst II,31638,779
31640,Medium Warhead Flare Catalyst II,31640,779
31642,Capital Warhead Flare Catalyst II,31642,779
31644,Small Warhead Rigor Catalyst I,31644,779
31651,Small Warhead Rigor Catalyst II Blueprint,31651,787
31646,Medium Warhead Rigor Catalyst I,31646,779
31653,Medium Warhead Rigor Catalyst II Blueprint,31653,787
31648,Capital Warhead Rigor Catalyst I,31648,779
31655,Capital Warhead Rigor Catalyst II Blueprint,31655,787
31650,Small Warhead Rigor Catalyst II,31650,779
31652,Medium Warhead Rigor Catalyst II,31652,779
31654,Capital Warhead Rigor Catalyst II,31654,779
31656,Small Projectile Ambit Extension I,31656,777
31663,Small Projectile Ambit Extension II Blueprint,31663,787
31658,Medium Projectile Ambit Extension I,31658,777
31665,Medium Projectile Ambit Extension II Blueprint,31665,787
31660,Capital Projectile Ambit Extension I,31660,777
31667,Capital Projectile Ambit Extension II Blueprint,31667,787
31662,Small Projectile Ambit Extension II,31662,777
31664,Medium Projectile Ambit Extension II,31664,777
31666,Capital Projectile Ambit Extension II,31666,777
31668,Small Projectile Burst Aerator I,31668,777
31675,Small Projectile Burst Aerator II Blueprint,31675,787
31670,Medium Projectile Burst Aerator I,31670,777
31677,Medium Projectile Burst Aerator II Blueprint,31677,787
31672,Capital Projectile Burst Aerator I,31672,777
31679,Capital Projectile Burst Aerator II Blueprint,31679,787
31674,Small Projectile Burst Aerator II,31674,777
31676,Medium Projectile Burst Aerator II,31676,777
31678,Capital Projectile Burst Aerator II,31678,777
31680,Small Projectile Collision Accelerator I,31680,777
31687,Small Projectile Collision Accelerator II Blueprint,31687,787
31682,Medium Projectile Collision Accelerator I,31682,777
31689,Medium Projectile Collision Accelerator II Blueprint,31689,787
31684,Capital Projectile Collision Accelerator I,31684,777
31691,Capital Projectile Collision Accelerator II Blueprint,31691,787
31686,Small Projectile Collision Accelerator II,31686,777
31688,Medium Projectile Collision Accelerator II,31688,777
31690,Capital Projectile Collision Accelerator II,31690,777
31692,Small Projectile Locus Coordinator I,31692,777
31699,Small Projectile Locus Coordinator II Blueprint,31699,787
31694,Medium Projectile Locus Coordinator I,31694,777
31701,Medium Projectile Locus Coordinator II Blueprint,31701,787
31696,Capital Projectile Locus Coordinator I,31696,777
31703,Capital Projectile Locus Coordinator II Blueprint,31703,787
31698,Small Projectile Locus Coordinator II,31698,777
31700,Medium Projectile Locus Coordinator II,31700,777
31702,Capital Projectile Locus Coordinator II,31702,777
31704,Small Projectile Metastasis Adjuster I,31704,777
31711,Small Projectile Metastasis Adjuster II Blueprint,31711,787
31706,Medium Projectile Metastasis Adjuster I,31706,777
31713,Medium Projectile Metastasis Adjuster II Blueprint,31713,787
31708,Capital Projectile Metastasis Adjuster I,31708,777
31715,Capital Projectile Metastasis Adjuster II Blueprint,31715,787
47908,Entropic Radiation Sink I,47908,1988
48096,Entropic Radiation Sink II Blueprint,48096,1992
47911,Entropic Radiation Sink II,47911,1988
47885,Tetryon Exotic Plasma S,47885,1987
48100,Occult S Blueprint,48100,1994
47924,Baryon Exotic Plasma S,47924,1987
47925,Meson Exotic Plasma S,47925,1987
48101,Mystic S Blueprint,48101,1994
47926,Occult S,47926,1989
47927,Mystic S,47927,1989
47886,Tetryon Exotic Plasma M,47886,1987
48105,Occult M Blueprint,48105,1994
47928,Baryon Exotic Plasma M,47928,1987
47929,Meson Exotic Plasma M,47929,1987
48106,Mystic M Blueprint,48106,1994
47930,Occult M,47930,1989
47931,Mystic M,47931,1989
47887,Tetryon Exotic Plasma L,47887,1987
48110,Occult L Blueprint,48110,1994
47932,Baryon Exotic Plasma L,47932,1987
47933,Meson Exotic Plasma L,47933,1987
48111,Mystic L Blueprint,48111,1994
47934,Occult L,47934,1989
31726,Capital EM Shield Reinforcer II,31726,774
